G_DATA      1        0        176       0        30  -20  -14         0   0   0
G_DATA      1        0        174       0        25    6  -32         0   0   0
G_DATA      1        0        162       0        -1   -3   39         0   0   0
G_DATA      5        0        194       0        36   -2   -5        48   0   0
G_DATA      5        0        139       0        39    4    6        48   0   0
G_DATA      5        0        138       0       -39    3  -26        48   0   0
G_DATA      9        0        157       0       -30    5  -27        96   0   0
G_DATA      9        0        153       0       -32   -1   10        96   0   0
G_DATA      9        0        148       0        18   15   37        96   0   0
G_DATA     13        0        156       0        -9  -16  -39       144   0   0
G_DATA     13        0        147       0         2  -44   15       144   0   0
G_DATA     13        0        144       0        16  -13   34       144   0   0
G_DATA     17        0        148       0       -28    9  -25       192   0   0
G_DATA     17        0        146       0        14    3  -41       192   0   0
G_DATA     17        0        146       0        34  -35   10       192   0   0
G_DATA     21        0        158       0       -11  -17   39       240   0   0
G_DATA     21        0        143       0        14  -15  -36       240   0   0
G_DATA     21        0        142       0        33  -13   17       240   0   0
G_DATA     25        0        159       0        18  -45   -3       288   0   0
G_DATA     25        0        152       0         5  -20   39       288   0   0
G_DATA     25        0        139       0        10  -49    0       288   0   0
G_DATA     29        0        181       0       -31   22  -30       336   0   0
G_DATA     29        0        157       0       -31   23  -30       336   0   0
G_DATA     29        0        156       0        37    7   11       336   0   0
G_DATA     33        0        164       0        22   33  -13        24  12   0
G_DATA     33        0        159       0       -32  -30    0        24  12   0
G_DATA     33        0        142       0        21   34  -13        24  12   0
G_DATA     37        0        152       0       -15    1  -37        72  12   0
G_DATA     37        0        152       0        -9   42   18        72  12   0
G_DATA     37        0        142       0       -32  -20  -35        72  12   0
G_DATA     41        0        217       0        -4    8   38       120  12   0
G_DATA     41        0        195       0        16   15  -32       120  12   0
G_DATA     41        0        186       0        17   15  -32       120  12   0
G_DATA     45        0        162       0       -27    8  -26       168  12   0
G_DATA     45        0        152       0       -31  -24  -11       168  12   0
G_DATA     45        0        149       0        22  -49    3       168  12   0
G_DATA     49        0        184       0         1   36   25       216  12   0
G_DATA     49        0        175       0         2   35   26       216  12   0
G_DATA     49        0        161       0        18   27  -40       216  12   0
G_DATA     53        0        187       0       -31  -27    6       264  12   0
G_DATA     53        0        167       0        19   34   15       264  12   0
G_DATA     53        0        160       0       -11   -8  -36       264  12   0
G_DATA     57        0        177       0        30    9   19       312  12   0
G_DATA     57        0        151       0        30   10   20       312  12   0
G_DATA     57        0        148       0        30   10   19       312  12   0
G_DATA     61        0        167       0       -17  -11  -38         0  12  60
G_DATA     61        0        153       0       -17  -10  -38         0  12  60
G_DATA     61        0        150       0       -32  -17  -36         0  12  60
G_DATA     65        0        150       0       -17   39   18        48  12  60
G_DATA     65        0        145       0       -17   39   17        48  12  60
G_DATA     65        0        141       0       -30    3   19        48  12  60
G_DATA     69        0        147       0        11  -45   16        96  12  60
G_DATA     69        0        147       0        30   18    8        96  12  60
G_DATA     69        0        140       0       -17    9   38        96  12  60
G_DATA     73        0        166       0       -28   16   28       144  12  60
G_DATA     73        0        164       0       -28   16   29       144  12  60
G_DATA     73        0        161       0        -8   -6   40       144  12  60
G_DATA     77        0        149       0        -5  -48   12       192  12  60
G_DATA     77        0        144       0        39   22  -15       192  12  60
G_DATA     77        0        143       0       -33  -21   22       192  12  60
G_DATA     81        0        174       0       -19  -33  -18       240  12  60
G_DATA     81        0        163       0        -7   14   38       240  12  60
G_DATA     81        0        147       0        33   -5  -16       240  12  60
G_DATA     85        0        197       0       -29   10   19       288  12  60
